Номенклатура;Артикул;Наименование;НаименованиеПолное;БазоваяЕдиницаИзмерения;ВидНоменклатуры;ДополнительноеОписание;Актуальность;АктуальностьЦифра;Изображение;ИзображениеОборота;Количество;10.МДК;11.Розн.3;01.Базовая цена;01.Базовая ценаПЛЮС100;Вид номенклатуры;Вид номенклатуры (НОВЫЙ);Дата первого прихода;Код цены;Кол-во в упак.;Конструктив;Материал изг.;Отделка;Подвид;Подвид (НОВЫЙ);Послеобрезной формат;Текст внутри;Формат открытки;Родитель1;Родитель2;Родитель3;Родитель4;Родитель5
dcfee389-a268-11e5-882c-00259035dda9;53.61.250;Значок с бантом 'Выпускник начальной школы';Значок с бантом 'Выпускник начальной школы';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.250.jpg;;380;;44,2;36,8;73,6;Оформительская продукция (ОФО);Значок;2016.01.14;619;10;атласный бант;металл, атласный бант;без отделки;значок;Выпускной;d=56 мм;нет;значок;ЗАО 'ГК Горчаков';Выпускной;Школа, Детский сад;;
dcfee389-a268-11e5-882c-00259035dda9;53.61.250;Значок с бантом 'Выпускник начальной школы';Значок с бантом 'Выпускник начальной школы';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.250.jpg;;380;;44,2;36,8;73,6;Оформительская продукция (ОФО);Значок;2016.01.14;619;10;атласный бант;металл, атласный бант;без отделки;значок;Выпускной;d=56 мм;нет;значок;ЗАО 'ГК Горчаков';Значки, колокольчики;Школа, Детский сад;;
dcfee397-a268-11e5-882c-00259035dda9;53.61.251;Значок с бантом 'Выпускник начальной школы';Значок с бантом 'Выпускник начальной школы';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.251.jpg;;1253;;44,2;36,8;73,6;Оформительская продукция (ОФО);Значок;2016.01.14;619;10;атласный бант;металл, атласный бант;без отделки;значок;Выпускной;d=56 мм;нет;значок;ЗАО 'ГК Горчаков';Значки, колокольчики;Школа, Детский сад;;
dcfee397-a268-11e5-882c-00259035dda9;53.61.251;Значок с бантом 'Выпускник начальной школы';Значок с бантом 'Выпускник начальной школы';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.251.jpg;;1253;;44,2;36,8;73,6;Оформительская продукция (ОФО);Значок;2016.01.14;619;10;атласный бант;металл, атласный бант;без отделки;значок;Выпускной;d=56 мм;нет;значок;ЗАО 'ГК Горчаков';Выпускной;Школа, Детский сад;;
60fa8631-a49b-11e5-882c-00259035dda9;53.53.087;Медаль металлическая малая 'Выпускник начальной школы';Медаль металлическая малая 'Выпускник начальной школы';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.53.087.jpg;;3420;;44,2;36,8;73,6;Оформительская продукция (ОФО);Медаль;2016.01.18;619;10;с лентой;металл;без отделки;медаль металлическая;Выпускник начальной школы;d=56 мм;нет;малый;ЗАО 'ГК Горчаков';Выпускной;Школа, Детский сад;;
60fa8631-a49b-11e5-882c-00259035dda9;53.53.087;Медаль металлическая малая 'Выпускник начальной школы';Медаль металлическая малая 'Выпускник начальной школы';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.53.087.jpg;;3420;;44,2;36,8;73,6;Оформительская продукция (ОФО);Медаль;2016.01.18;619;10;с лентой;металл;без отделки;медаль металлическая;Выпускник начальной школы;d=56 мм;нет;малый;ЗАО 'ГК Горчаков';Медали;Школа, Детский сад;;
60fa864d-a49b-11e5-882c-00259035dda9;53.53.089;Медаль металлическая малая 'Выпускник';Медаль металлическая малая 'Выпускник';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.53.089.jpg;;4092;;44,2;36,8;73,6;Оформительская продукция (ОФО);Медаль;2016.01.18;619;10;с лентой;металл;без отделки;медаль металлическая;Выпускник;d=56 мм;нет;малый;ЗАО 'ГК Горчаков';Медали;Школа, Детский сад;;
60fa864d-a49b-11e5-882c-00259035dda9;53.53.089;Медаль металлическая малая 'Выпускник';Медаль металлическая малая 'Выпускник';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.53.089.jpg;;4092;;44,2;36,8;73,6;Оформительская продукция (ОФО);Медаль;2016.01.18;619;10;с лентой;металл;без отделки;медаль металлическая;Выпускник;d=56 мм;нет;малый;ЗАО 'ГК Горчаков';Выпускной;Школа, Детский сад;;
c51ef501-a49b-11e5-882c-00259035dda9;53.53.094;Медаль металлическая малая 'За успехи в учебе';Медаль металлическая малая 'За успехи в учебе';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.53.094.jpg;;2149;;44,2;36,8;73,6;Оформительская продукция (ОФО);Медаль;2016.01.18;619;10;с лентой;металл;без отделки;медаль металлическая;Поощрительная;d=56 мм;нет;малый;ЗАО 'ГК Горчаков';Медали;Школа, Детский сад;;
3dabc2ae-f7f7-11e5-882c-00259035dda9;53.61.260;Значок с бантом '1 класс';Значок с бантом '1 класс';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.260.jpg;;187;;44,2;36,8;73,6;Оформительская продукция (ОФО);Значок;2016.04.28;619;10;атласный бант;металл, атласный бант;без отделки;значок;Начало года;d=56 мм;есть;значок;ЗАО 'ГК Горчаков';1 Сентября;Школа, Детский сад;;
3dabc2ae-f7f7-11e5-882c-00259035dda9;53.61.260;Значок с бантом '1 класс';Значок с бантом '1 класс';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.260.jpg;;187;;44,2;36,8;73,6;Оформительская продукция (ОФО);Значок;2016.04.28;619;10;атласный бант;металл, атласный бант;без отделки;значок;Начало года;d=56 мм;есть;значок;ЗАО 'ГК Горчаков';Значки, колокольчики;Школа, Детский сад;;
991e4d32-f7fd-11e5-882c-00259035dda9;53.53.121;Медаль металлическая малая 'Первоклассник';Медаль металлическая малая 'Первоклассник';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.53.121.jpg;;1297;;44,2;36,8;73,6;Оформительская продукция (ОФО);Медаль;2016.04.21;619;10;с лентой;металл;без отделки;медаль металлическая;Первоклассник;d=56 мм;нет;малый;ЗАО 'ГК Горчаков';Медали;Школа, Детский сад;;
991e4d32-f7fd-11e5-882c-00259035dda9;53.53.121;Медаль металлическая малая 'Первоклассник';Медаль металлическая малая 'Первоклассник';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.53.121.jpg;;1297;;44,2;36,8;73,6;Оформительская продукция (ОФО);Медаль;2016.04.21;619;10;с лентой;металл;без отделки;медаль металлическая;Первоклассник;d=56 мм;нет;малый;ЗАО 'ГК Горчаков';1 Сентября;Школа, Детский сад;;
a8195022-f7f7-11e5-882c-00259035dda9;53.61.263;Значок с бантом 'Первоклассник';Значок с бантом 'Первоклассник';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.263.jpg;;360;;44,2;36,8;73,6;Оформительская продукция (ОФО);Значок;2016.04.28;619;10;атласный бант;металл, атласный бант;без отделки;значок;Начало года;d=56 мм;есть;значок;ЗАО 'ГК Горчаков';1 Сентября;Школа, Детский сад;;
a8195022-f7f7-11e5-882c-00259035dda9;53.61.263;Значок с бантом 'Первоклассник';Значок с бантом 'Первоклассник';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.263.jpg;;360;;44,2;36,8;73,6;Оформительская продукция (ОФО);Значок;2016.04.28;619;10;атласный бант;металл, атласный бант;без отделки;значок;Начало года;d=56 мм;есть;значок;ЗАО 'ГК Горчаков';Значки, колокольчики;Школа, Детский сад;;
48ee0f85-a269-11e5-882c-00259035dda9;53.61.256;Значок с бантом 'Выпускник';Значок с бантом 'Выпускник';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.256.jpg;;2185;;44,2;36,8;73,6;Оформительская продукция (ОФО);Значок;2016.01.14;619;10;атласный бант;металл, атласный бант;без отделки;значок;Выпускной;d=56 мм;нет;значок;ЗАО 'ГК Горчаков';Выпускной;Школа, Детский сад;;
48ee0f85-a269-11e5-882c-00259035dda9;53.61.256;Значок с бантом 'Выпускник';Значок с бантом 'Выпускник';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.256.jpg;;2185;;44,2;36,8;73,6;Оформительская продукция (ОФО);Значок;2016.01.14;619;10;атласный бант;металл, атласный бант;без отделки;значок;Выпускной;d=56 мм;нет;значок;ЗАО 'ГК Горчаков';Значки, колокольчики;Школа, Детский сад;;
991e4d24-f7fd-11e5-882c-00259035dda9;53.53.120;Медаль металлическая малая '1 класс';Медаль металлическая малая '1 класс';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.53.120.jpg;;30;;44,2;36,8;73,6;Оформительская продукция (ОФО);Медаль;2016.04.21;619;10;с лентой;металл;без отделки;медаль металлическая;Первоклассник;d=56 мм;нет;малый;ЗАО 'ГК Горчаков';Медали;Школа, Детский сад;;
c51ef4d7-a49b-11e5-882c-00259035dda9;53.53.091;Медаль металлическая малая 'Выпускник' (Российская символика);Медаль металлическая малая 'Выпускник' (Российская символика);шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.53.091.jpg;;2104;;44,2;36,8;73,6;Оформительская продукция (ОФО);Медаль;2016.01.18;619;10;с лентой;металл;без отделки;медаль металлическая;Выпускник;d=56 мм;нет;малый;ЗАО 'ГК Горчаков';Медали;Школа, Детский сад;;
c51ef4d7-a49b-11e5-882c-00259035dda9;53.53.091;Медаль металлическая малая 'Выпускник' (Российская символика);Медаль металлическая малая 'Выпускник' (Российская символика);шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.53.091.jpg;;2104;;44,2;36,8;73,6;Оформительская продукция (ОФО);Медаль;2016.01.18;619;10;с лентой;металл;без отделки;медаль металлическая;Выпускник;d=56 мм;нет;малый;ЗАО 'ГК Горчаков';Выпускной;Школа, Детский сад;;
a098105e-f7fe-11e5-882c-00259035dda9;53.53.123;Медаль металлическая малая '1 класс';Медаль металлическая малая '1 класс';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.53.123.jpg;;1759;;44,2;36,8;73,6;Оформительская продукция (ОФО);Медаль;2016.04.21;619;10;с лентой;металл;без отделки;медаль металлическая;Первоклассник;d=56 мм;нет;малый;ЗАО 'ГК Горчаков';Медали;Школа, Детский сад;;
a098105e-f7fe-11e5-882c-00259035dda9;53.53.123;Медаль металлическая малая '1 класс';Медаль металлическая малая '1 класс';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.53.123.jpg;;1759;;44,2;36,8;73,6;Оформительская продукция (ОФО);Медаль;2016.04.21;619;10;с лентой;металл;без отделки;медаль металлическая;Первоклассник;d=56 мм;нет;малый;ЗАО 'ГК Горчаков';1 Сентября;Школа, Детский сад;;
c51ef4d7-a49b-11e5-882c-00259035dda9;53.53.091;Медаль металлическая малая 'Выпускник' (Российская символика);Медаль металлическая малая 'Выпускник' (Российская символика);шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.53.091.jpg;;2104;;44,2;36,8;73,6;Оформительская продукция (ОФО);Медаль;2016.01.18;619;10;с лентой;металл;без отделки;медаль металлическая;Выпускник;d=56 мм;нет;малый;ЗАО 'ГК Горчаков';Официальная символика РФ;;;
16d3b593-dfba-11e2-b114-00259035dda9;52.53.113;Медаль металлическая  малая 'Ценный сотрудник';Медаль металлическая  малая 'Ценный сотрудник';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/52/52.53.113.jpg;;970;;44,2;36,8;73,6;Оформительская продукция (ОФО);Медаль;2013.07.29;619;10;с лентой;металл;без отделки;медаль металлическая;Прочие адресные;56х56;нет;малый;ЗАО 'ГК Горчаков';Корпоративная продукция для организаций;;;
8a17f2d5-f7f6-11e5-882c-00259035dda9;53.61.257;Значок с бантом 'Первоклассник' (Российская символика);Значок с бантом 'Первоклассник' (Российская символика);шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.257.jpg;;10;;44,2;36,8;73,6;Оформительская продукция (ОФО);Значок;2016.04.28;619;10;атласный бант;металл, атласный бант;без отделки;значок;Начало года;d=56 мм;есть;значок;ЗАО 'ГК Горчаков';Официальная символика РФ;;;
48ee0f5b-a269-11e5-882c-00259035dda9;53.61.253;Значок с бантом 'Выпускник' (Российская символика);Значок с бантом 'Выпускник' (Российская символика);шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.253.jpg;;6160;;44,2;36,8;73,6;Оформительская продукция (ОФО);Значок;2016.01.14;619;10;атласный бант;металл, атласный бант;без отделки;значок;Выпускной;d=56 мм;нет;значок;ЗАО 'ГК Горчаков';Официальная символика РФ;;;
a098107a-f7fe-11e5-882c-00259035dda9;53.53.125;Медаль металлическая малая 'Любимый воспитатель';Медаль металлическая малая 'Любимый воспитатель';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.53.125.jpg;;1975;;44,2;36,8;73,6;Оформительская продукция (ОФО);Медаль;2016.04.21;619;10;с лентой;металл;без отделки;медаль металлическая;Школа, детский сад;d=56 мм;нет;малый;ЗАО 'ГК Горчаков';Медали;Школа, Детский сад;;
a819504c-f7f7-11e5-882c-00259035dda9;53.61.266;Значок с бантом '1 класс';Значок с бантом '1 класс';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.266.jpg;;860;;44,2;36,8;73,6;Оформительская продукция (ОФО);Значок;2016.04.28;619;10;атласный бант;металл, атласный бант;без отделки;значок;Начало года;d=56 мм;есть;значок;ЗАО 'ГК Горчаков';1 Сентября;Школа, Детский сад;;
a819504c-f7f7-11e5-882c-00259035dda9;53.61.266;Значок с бантом '1 класс';Значок с бантом '1 класс';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.266.jpg;;860;;44,2;36,8;73,6;Оформительская продукция (ОФО);Значок;2016.04.28;619;10;атласный бант;металл, атласный бант;без отделки;значок;Начало года;d=56 мм;есть;значок;ЗАО 'ГК Горчаков';Значки, колокольчики;Школа, Детский сад;;
8a17f2d5-f7f6-11e5-882c-00259035dda9;53.61.257;Значок с бантом 'Первоклассник' (Российская символика);Значок с бантом 'Первоклассник' (Российская символика);шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.257.jpg;;10;;44,2;36,8;73,6;Оформительская продукция (ОФО);Значок;2016.04.28;619;10;атласный бант;металл, атласный бант;без отделки;значок;Начало года;d=56 мм;есть;значок;ЗАО 'ГК Горчаков';Значки, колокольчики;Школа, Детский сад;;
3dabc292-f7f7-11e5-882c-00259035dda9;53.61.258;Значок с бантом 'Присвоено звание 'Первоклассник'';Значок с бантом 'Присвоено звание 'Первоклассник'';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.258.jpg;;10;;44,2;36,8;73,6;Оформительская продукция (ОФО);Значок;2016.04.28;619;10;атласный бант;металл, атласный бант;без отделки;значок;Начало года;d=56 мм;есть;значок;ЗАО 'ГК Горчаков';1 Сентября;Школа, Детский сад;;
3dabc292-f7f7-11e5-882c-00259035dda9;53.61.258;Значок с бантом 'Присвоено звание 'Первоклассник'';Значок с бантом 'Присвоено звание 'Первоклассник'';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.258.jpg;;10;;44,2;36,8;73,6;Оформительская продукция (ОФО);Значок;2016.04.28;619;10;атласный бант;металл, атласный бант;без отделки;значок;Начало года;d=56 мм;есть;значок;ЗАО 'ГК Горчаков';Значки, колокольчики;Школа, Детский сад;;
3dabc2a0-f7f7-11e5-882c-00259035dda9;53.61.259;Значок с бантом '1 класс';Значок с бантом '1 класс';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.259.jpg;;1109;;44,2;36,8;73,6;Оформительская продукция (ОФО);Значок;2016.04.28;619;10;атласный бант;металл, атласный бант;без отделки;значок;Начало года;d=56 мм;есть;значок;ЗАО 'ГК Горчаков';1 Сентября;Школа, Детский сад;;
3dabc2a0-f7f7-11e5-882c-00259035dda9;53.61.259;Значок с бантом '1 класс';Значок с бантом '1 класс';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.259.jpg;;1109;;44,2;36,8;73,6;Оформительская продукция (ОФО);Значок;2016.04.28;619;10;атласный бант;металл, атласный бант;без отделки;значок;Начало года;d=56 мм;есть;значок;ЗАО 'ГК Горчаков';Значки, колокольчики;Школа, Детский сад;;
f609749c-f7f7-11e5-882c-00259035dda9;53.61.267;Значок с бантом 'Классный руководитель';Значок с бантом 'Классный руководитель';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.267.jpg;;2339;;44,2;36,8;73,6;Оформительская продукция (ОФО);Значок;2016.04.28;619;10;атласный бант;металл, атласный бант;без отделки;значок;Школа общая;d=56 мм;есть;значок;ЗАО 'ГК Горчаков';Значки, колокольчики;Школа, Детский сад;;
5856705d-64e1-11e4-8d29-00259035dda9;53.53.070;Медаль металлическая малая 'Выпускник';Медаль металлическая малая 'Выпускник';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.53.070.jpg;;20;;44,2;32,4;64,8;Оформительская продукция (ОФО);Медаль;2014.12.01;619;10;с лентой;металл;без отделки;медаль металлическая;Выпускник;d=56 мм;нет;малый;ЗАО 'ГК Горчаков';Медали;Школа, Детский сад;;
5856705d-64e1-11e4-8d29-00259035dda9;53.53.070;Медаль металлическая малая 'Выпускник';Медаль металлическая малая 'Выпускник';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.53.070.jpg;;20;;44,2;32,4;64,8;Оформительская продукция (ОФО);Медаль;2014.12.01;619;10;с лентой;металл;без отделки;медаль металлическая;Выпускник;d=56 мм;нет;малый;ЗАО 'ГК Горчаков';Выпускной;Школа, Детский сад;;
28e03ac5-edb4-11e4-9e30-00259035dda9;53.61.202;Значок с бантом 'Первый учитель';Значок с бантом 'Первый учитель';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.202.jpg;;12;;44,2;36,8;73,6;Оформительская продукция (ОФО);Значок;2015.06.01;619;10;значок;металл, атласный бант;без отделки;значок;Начало года;d=56 мм;нет;значок;ЗАО 'ГК Горчаков';1 Сентября;Школа, Детский сад;;
28e03ac5-edb4-11e4-9e30-00259035dda9;53.61.202;Значок с бантом 'Первый учитель';Значок с бантом 'Первый учитель';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.202.jpg;;12;;44,2;36,8;73,6;Оформительская продукция (ОФО);Значок;2015.06.01;619;10;значок;металл, атласный бант;без отделки;значок;Начало года;d=56 мм;нет;значок;ЗАО 'ГК Горчаков';Значки, колокольчики;Школа, Детский сад;;
c702ae63-edb4-11e4-9e30-00259035dda9;53.61.204;Значок с бантом 'Мама первоклассника';Значок с бантом 'Мама первоклассника';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.204.jpg;;1062;;44,2;36,8;73,6;Оформительская продукция (ОФО);Значок;2015.06.01;619;10;атласный бант;металл, атласный бант;без отделки;значок;Начало года;d=56 мм;нет;значок;ЗАО 'ГК Горчаков';Значки, колокольчики;Школа, Детский сад;;
218b2185-edb7-11e4-9e30-00259035dda9;53.53.080;Медаль металлическая малая 'Знаю ПДД';Медаль металлическая малая 'Знаю ПДД';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.53.080.jpg;;1118;;44,2;36,8;73,6;Оформительская продукция (ОФО);Медаль;2015.06.01;619;10;с лентой;металл;без отделки;медаль металлическая;Поощрительная;d=56 мм;нет;малый;ЗАО 'ГК Горчаков';Медали;Школа, Детский сад;;
0b99d8d5-e4d0-11e3-a264-00259035dda9;53.53.061;Медаль металлическая малая 'За активность на занятиях';Медаль металлическая малая 'За активность на занятиях';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.53.061.jpg;;1035;;44,2;36,8;73,6;Оформительская продукция (ОФО);Медаль;2014.06.20;619;1;с лентой;металл;без отделки;медаль металлическая;Поощрительная;56х56;нет;малый;ЗАО 'ГК Горчаков';Медали;Школа, Детский сад;;
0b99d8c7-e4d0-11e3-a264-00259035dda9;53.53.060;Медаль металлическая малая 'За примерное поведение';Медаль металлическая малая 'За примерное поведение';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.53.060.jpg;;1082;;44,2;36,8;73,6;Оформительская продукция (ОФО);Медаль;2014.06.20;619;1;с лентой;металл;без отделки;медаль металлическая;Поощрительная;56х56;нет;малый;ЗАО 'ГК Горчаков';Медали;Школа, Детский сад;;
af1fd903-a8b2-11e2-b113-00259035dda9;52.53.082;Медаль металлическая малая '3 место';Медаль металлическая малая '3 место';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/52/52.53.082.jpg;;559;;44,2;36,8;73,6;Оформительская продукция (ОФО);Медаль;2013.05.21;619;10;с лентой;металл;без отделки;медаль металлическая;Спортивная;56х56;нет;малый;ЗАО 'ГК Горчаков';Медали;Школа, Детский сад;;
28e03ab7-edb4-11e4-9e30-00259035dda9;53.61.201;Значок с бантом '1 класс';Значок с бантом '1 класс';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.201.jpg;;1229;;44,2;36,8;73,6;Оформительская продукция (ОФО);Значок;2015.06.01;619;10;атласный бант;металл, атласный бант;без отделки;значок;Начало года;d=56 мм;нет;значок;ЗАО 'ГК Горчаков';1 Сентября;Школа, Детский сад;;
28e03ab7-edb4-11e4-9e30-00259035dda9;53.61.201;Значок с бантом '1 класс';Значок с бантом '1 класс';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.201.jpg;;1229;;44,2;36,8;73,6;Оформительская продукция (ОФО);Значок;2015.06.01;619;10;атласный бант;металл, атласный бант;без отделки;значок;Начало года;d=56 мм;нет;значок;ЗАО 'ГК Горчаков';Значки, колокольчики;Школа, Детский сад;;
c51ef4f3-a49b-11e5-882c-00259035dda9;53.53.093;Медаль металлическая малая 'За успехи в учебе';Медаль металлическая малая 'За успехи в учебе';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.53.093.jpg;;1820;;44,2;36,8;73,6;Оформительская продукция (ОФО);Медаль;2016.01.18;619;10;с лентой;металл;без отделки;медаль металлическая;Поощрительная;d=56 мм;нет;малый;ЗАО 'ГК Горчаков';Медали;Школа, Детский сад;;
2077928b-a49c-11e5-882c-00259035dda9;53.53.097;Медаль металлическая малая 'За активное участие в жизни класса';Медаль металлическая малая 'За активное участие в жизни класса';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.53.097.jpg;;2068;;44,2;36,8;73,6;Оформительская продукция (ОФО);Медаль;2016.01.18;619;10;с лентой;металл;без отделки;медаль металлическая;Поощрительная;d=56 мм;нет;малый;ЗАО 'ГК Горчаков';Медали;Школа, Детский сад;;
8a17f2d5-f7f6-11e5-882c-00259035dda9;53.61.257;Значок с бантом 'Первоклассник' (Российская символика);Значок с бантом 'Первоклассник' (Российская символика);шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.257.jpg;;10;;44,2;36,8;73,6;Оформительская продукция (ОФО);Значок;2016.04.28;619;10;атласный бант;металл, атласный бант;без отделки;значок;Начало года;d=56 мм;есть;значок;ЗАО 'ГК Горчаков';1 Сентября;Школа, Детский сад;;
48ee0f5b-a269-11e5-882c-00259035dda9;53.61.253;Значок с бантом 'Выпускник' (Российская символика);Значок с бантом 'Выпускник' (Российская символика);шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.253.jpg;;6160;;44,2;36,8;73,6;Оформительская продукция (ОФО);Значок;2016.01.14;619;10;атласный бант;металл, атласный бант;без отделки;значок;Выпускной;d=56 мм;нет;значок;ЗАО 'ГК Горчаков';Значки, колокольчики;Школа, Детский сад;;
48ee0f5b-a269-11e5-882c-00259035dda9;53.61.253;Значок с бантом 'Выпускник' (Российская символика);Значок с бантом 'Выпускник' (Российская символика);шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.253.jpg;;6160;;44,2;36,8;73,6;Оформительская продукция (ОФО);Значок;2016.01.14;619;10;атласный бант;металл, атласный бант;без отделки;значок;Выпускной;d=56 мм;нет;значок;ЗАО 'ГК Горчаков';Выпускной;Школа, Детский сад;;
15d6f490-a499-11e5-882c-00259035dda9;53.53.084;Медаль металлическая малая 'Выпускник детского сада';Медаль металлическая малая 'Выпускник детского сада';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.53.084.jpg;;595;;44,2;36,8;73,6;Оформительская продукция (ОФО);Медаль;2016.01.18;619;10;с лентой;металл;без отделки;медаль металлическая;Детский сад, выпуск;d=56 мм;нет;малый;ЗАО 'ГК Горчаков';Медали;Школа, Детский сад;;
15d6f490-a499-11e5-882c-00259035dda9;53.53.084;Медаль металлическая малая 'Выпускник детского сада';Медаль металлическая малая 'Выпускник детского сада';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.53.084.jpg;;595;;44,2;36,8;73,6;Оформительская продукция (ОФО);Медаль;2016.01.18;619;10;с лентой;металл;без отделки;медаль металлическая;Детский сад, выпуск;d=56 мм;нет;малый;ЗАО 'ГК Горчаков';Выпускной;Школа, Детский сад;;
